tik,uik,voters,turnout,putin,stationary,cam,marked,gaps
TIK-29,2152,1236,61%,47%,1203,c2,yes,
TIK-29,2156,1293,61%,48%,1253,c1,yes,
TIK-29,2156,1293,61%,48%,1253,c2,,
TIK-29,2157,1233,61%,47%,1200,c1,,
TIK-29,2157,1233,61%,47%,1200,c2,,
TIK-29,2166,1416,61%,45%,1387,c1,yes,
TIK-29,2166,1416,61%,45%,1387,c2,yes,
TIK-29,2168,974,61%,46%,950,c1,yes,
TIK-29,2168,974,61%,46%,950,c2,yes,
TIK-29,2170,1260,61%,46%,1233,c1,,
TIK-29,2170,1260,61%,46%,1233,c2,yes,
TIK-30,2238,1387,61%,41%,1367,c1,yes,
TIK-30,2238,1387,61%,41%,1367,c2,,
TIK-30,2250,1173,61%,44%,1138,c1,yes,
TIK-30,2250,1173,61%,44%,1138,c2,yes,
TIK-30,2262,973,61%,43%,961,c1,yes,
TIK-30,2262,973,61%,43%,961,c2,yes,
TIK-30,2264,1322,61%,41%,1255,c1,yes,
TIK-30,2264,1322,61%,41%,1255,c2,,
TIK-2,115,1261,60%,43%,1229,,,missing
TIK-6,1094,1487,60%,46%,1441,,,missing
TIK-1,10,918,60%,43%,884,c1,yes,
TIK-1,10,918,60%,43%,884,c2,yes,
TIK-1,61,939,60%,47%,925,c1,yes,
TIK-1,61,939,60%,47%,925,c2,yes,
TIK-2,120,1041,60%,41%,973,c1,yes,
TIK-2,120,1041,60%,41%,973,c2,yes,
TIK-3,581,1102,60%,43%,1078,c1,yes,
TIK-3,581,1102,60%,43%,1078,c2,yes,
TIK-3,593,1345,60%,43%,1321,c1,,
TIK-3,593,1345,60%,43%,1321,c2,yes,
TIK-3,622,1173,60%,47%,1144,c1,yes,
TIK-3,622,1173,60%,47%,1144,c2,yes,
TIK-3,632,1406,60%,46%,1376,c1,yes,
TIK-3,632,1406,60%,46%,1376,c2,yes,
TIK-4,904,1215,60%,46%,1187,c1,yes,
TIK-4,904,1215,60%,46%,1187,c2,yes,
TIK-4,927,1063,60%,43%,1037,c1,yes,
TIK-4,927,1063,60%,43%,1037,c2,yes,
TIK-4,929,1176,60%,43%,1159,c1,yes,
TIK-4,929,1176,60%,43%,1159,c2,yes,
TIK-4,955,909,60%,44%,843,c1,yes,
TIK-4,955,909,60%,44%,843,c2,yes,
TIK-4,962,1540,60%,43%,1482,c1,yes,
TIK-4,962,1540,60%,43%,1482,c2,yes,
TIK-5,1423,1057,60%,48%,1042,c1,yes,
TIK-5,1423,1057,60%,48%,1042,c2,yes,
TIK-5,1430,1258,60%,46%,1233,c1,yes,
TIK-5,1430,1258,60%,46%,1233,c2,yes,
TIK-5,1435,1167,60%,48%,1138,c1,yes,
TIK-5,1435,1167,60%,48%,1138,c2,yes,
TIK-5,1437,1397,60%,45%,1356,c1,yes,
TIK-5,1437,1397,60%,45%,1356,c2,yes,200
TIK-5,1453,1282,60%,45%,1228,c1,yes,
TIK-5,1453,1282,60%,45%,1228,c2,yes,
TIK-5,1457,1350,60%,45%,1314,c1,yes,
TIK-5,1457,1350,60%,45%,1314,c2,yes,
TIK-5,1460,1063,60%,48%,996,c1,yes,
TIK-5,1460,1063,60%,48%,996,c2,yes,
TIK-5,1461,1138,60%,46%,1103,c1,yes,
TIK-5,1461,1138,60%,46%,1103,c2,yes,
TIK-5,1467,1179,60%,46%,1158,c1,yes,
TIK-5,1467,1179,60%,46%,1158,c2,yes,
TIK-5,1468,1240,60%,46%,1205,c1,yes,
TIK-5,1468,1240,60%,46%,1205,c2,yes,
TIK-5,1472,1090,60%,44%,1068,c1,yes,
TIK-5,1472,1090,60%,44%,1068,c2,yes,
TIK-5,1478,1487,60%,45%,1467,c1,yes,
TIK-5,1478,1487,60%,45%,1467,c2,,
TIK-5,1493,1194,60%,46%,1152,c1,yes,
TIK-5,1493,1194,60%,46%,1152,c2,yes,
TIK-5,1496,1390,60%,46%,1352,c1,yes,
TIK-5,1496,1390,60%,46%,1352,c2,yes,
TIK-5,1503,1122,60%,47%,1088,c1,yes,
TIK-5,1503,1122,60%,47%,1088,c2,,
TIK-5,1505,1296,60%,50%,1271,c1,yes,
TIK-5,1505,1296,60%,50%,1271,c2,,
TIK-5,1535,983,60%,43%,976,c1,yes,45
TIK-5,1535,983,60%,43%,976,c2,yes,44
TIK-5,1536,1079,60%,45%,1072,c1,yes,
TIK-5,1536,1079,60%,45%,1072,c2,yes,
TIK-6,1060,1199,60%,46%,1160,c1,,
TIK-6,1060,1199,60%,46%,1160,c2,yes,
TIK-6,1062,1237,60%,47%,1193,c1,yes,
TIK-6,1062,1237,60%,47%,1193,c2,yes,
TIK-6,1079,1103,60%,47%,1058,c1,yes,
TIK-6,1079,1103,60%,47%,1058,c2,yes,
TIK-6,1087,1284,60%,45%,1246,c1,yes,
TIK-6,1087,1284,60%,45%,1246,c2,yes,
TIK-6,1109,1202,60%,45%,1182,c1,yes,
TIK-6,1109,1202,60%,45%,1182,c2,yes,
TIK-6,1114,1231,60%,47%,1199,c1,yes,
TIK-6,1114,1231,60%,47%,1199,c2,yes,
TIK-6,1115,1404,60%,47%,1373,c1,yes,
TIK-6,1115,1404,60%,47%,1373,c2,yes,
TIK-6,1121,1299,60%,46%,1260,c1,yes,
TIK-6,1121,1299,60%,46%,1260,c2,,
TIK-6,1130,1665,60%,46%,1637,c1,yes,
TIK-6,1130,1665,60%,46%,1637,c2,yes,
TIK-6,1136,1827,60%,42%,1821,c1,yes,
TIK-6,1136,1827,60%,42%,1821,c2,yes,
TIK-7,779,893,60%,46%,873,c1,yes,
TIK-7,779,893,60%,46%,873,c2,yes,
TIK-7,781,1415,60%,46%,1380,c1,yes,
TIK-7,781,1415,60%,46%,1380,c2,yes,
TIK-7,783,1293,60%,46%,1263,c1,yes,
TIK-7,783,1293,60%,46%,1263,c2,yes,
TIK-7,793,1277,60%,43%,1241,c1,yes,
TIK-7,793,1277,60%,43%,1241,c2,yes,
TIK-7,796,1521,60%,45%,1490,c1,yes,
TIK-7,796,1521,60%,45%,1490,c2,yes,
TIK-8,1675,576,60%,45%,560,c1,yes,21
TIK-8,1675,576,60%,45%,560,c2,yes,
TIK-8,1683,1390,60%,46%,1351,c1,yes,
TIK-8,1683,1390,60%,46%,1351,c2,yes,
TIK-8,1694,1411,60%,46%,1376,c1,yes,
TIK-8,1694,1411,60%,46%,1376,c2,yes,
TIK-8,1706,1500,60%,45%,1461,c1,yes,
TIK-8,1706,1500,60%,45%,1461,c2,yes,
TIK-8,1707,430,60%,48%,422,c1,yes,
TIK-8,1707,430,60%,48%,422,c2,yes,
TIK-9,1795,956,60%,47%,904,c1,yes,
TIK-9,1795,956,60%,47%,904,c2,,
TIK-9,1804,1279,60%,43%,1237,c1,yes,
TIK-9,1804,1279,60%,43%,1237,c2,yes,
TIK-9,1814,1109,60%,44%,1075,c1,yes,
TIK-9,1814,1109,60%,44%,1075,c2,yes,
TIK-10,217,1290,60%,44%,1247,c1,,
TIK-10,217,1290,60%,44%,1247,c2,yes,
TIK-10,224,919,60%,48%,887,c1,yes,
TIK-10,224,919,60%,48%,887,c2,yes,
TIK-11,419,1005,60%,42%,976,c1,yes,
TIK-11,419,1005,60%,42%,976,c2,yes,
TIK-11,434,1224,60%,43%,1194,c1,,
TIK-11,434,1224,60%,43%,1194,c2,,"49, 49"
TIK-11,449,1412,60%,44%,1363,c1,,
TIK-11,449,1412,60%,44%,1363,c2,,
TIK-11,495,1421,60%,45%,1385,c1,yes,
TIK-11,495,1421,60%,45%,1385,c2,yes,
TIK-12,1742,1188,60%,45%,1171,c1,yes,
TIK-12,1742,1188,60%,45%,1171,c2,yes,
TIK-12,1769,1359,60%,43%,1340,c1,yes,
TIK-12,1769,1359,60%,43%,1340,c2,yes,
TIK-15,1235,1230,60%,48%,1202,c1,yes,
TIK-15,1235,1230,60%,48%,1202,c2,yes,
TIK-16,2196,1027,60%,43%,995,c1,yes,
TIK-16,2196,1027,60%,43%,995,c2,,
TIK-16,2199,1157,60%,41%,1129,c1,yes,
TIK-16,2199,1157,60%,41%,1129,c2,yes,
TIK-17,536,1412,60%,45%,1383,c1,,
TIK-17,536,1412,60%,45%,1383,c2,yes,
TIK-17,540,1399,60%,42%,1372,c1,yes,
TIK-17,540,1399,60%,42%,1372,c2,yes,
TIK-17,546,878,60%,43%,847,c1,yes,
TIK-17,546,878,60%,43%,847,c2,yes,
TIK-19,1291,606,60%,43%,595,c1,yes,
TIK-19,1291,606,60%,43%,595,c2,yes,
TIK-19,1294,1167,60%,43%,1143,c1,yes,
TIK-19,1294,1167,60%,43%,1143,c2,yes,
TIK-19,1299,903,60%,42%,882,c1,yes,
TIK-19,1299,903,60%,42%,882,c2,yes,
TIK-19,1315,810,60%,43%,776,c1,yes,
TIK-19,1315,810,60%,43%,776,c2,yes,
TIK-19,1325,999,60%,41%,963,c1,yes,
TIK-19,1325,999,60%,41%,963,c2,yes,
TIK-20,1995,1504,60%,46%,1463,c1,yes,
TIK-20,1995,1504,60%,46%,1463,c2,yes,
TIK-20,2011,1622,60%,45%,1609,c1,yes,
TIK-20,2011,1622,60%,45%,1609,c2,,52
TIK-21,828,1185,60%,45%,1164,c1,yes,
TIK-21,828,1185,60%,45%,1164,c2,yes,
TIK-21,830,1262,60%,46%,1242,c1,yes,
TIK-21,830,1262,60%,46%,1242,c2,,
TIK-21,831,1386,60%,47%,1366,c1,yes,
TIK-21,831,1386,60%,47%,1366,c2,yes,
TIK-21,835,1520,60%,48%,1505,c1,yes,
TIK-21,835,1520,60%,48%,1505,c2,yes,
TIK-21,855,1309,60%,47%,1280,c1,yes,
TIK-21,855,1309,60%,47%,1280,c2,yes,
TIK-21,856,1275,60%,48%,1255,c1,,
TIK-21,856,1275,60%,48%,1255,c2,yes,
TIK-21,861,1268,60%,46%,1230,c1,yes,
TIK-21,861,1268,60%,46%,1230,c2,yes,
TIK-21,864,1198,60%,47%,1178,c1,yes,
TIK-21,864,1198,60%,47%,1178,c2,yes,
TIK-22,331,761,60%,41%,749,c1,yes,149
TIK-22,331,761,60%,41%,749,c2,yes,"147, 17"
TIK-22,347,1424,60%,41%,1348,c1,,
TIK-22,347,1424,60%,41%,1348,c2,yes,
TIK-22,360,722,60%,40%,707,c1,yes,
TIK-22,360,722,60%,40%,707,c2,yes,
TIK-22,389,1109,60%,45%,1069,c1,yes,
TIK-22,389,1109,60%,45%,1069,c2,yes,
TIK-22,393,1462,60%,44%,1431,c1,yes,
TIK-22,393,1462,60%,44%,1431,c2,,
TIK-23,2049,1441,60%,47%,1394,c1,yes,
TIK-23,2049,1441,60%,47%,1394,c2,yes,
TIK-23,2051,1360,60%,44%,1310,c1,yes,
TIK-23,2051,1360,60%,44%,1310,c2,,
TIK-23,2068,1222,60%,46%,1191,c1,yes,
TIK-23,2068,1222,60%,46%,1191,c2,yes,
TIK-23,2083,1109,60%,46%,1074,c1,yes,
TIK-23,2083,1109,60%,46%,1074,c2,yes,
TIK-23,2093,1154,60%,45%,1115,c1,yes,
TIK-23,2093,1154,60%,45%,1115,c2,yes,
TIK-23,2100,1224,60%,46%,1176,c1,yes,
TIK-23,2100,1224,60%,46%,1176,c2,yes,
TIK-24,1549,828,60%,43%,814,c1,yes,
TIK-24,1549,828,60%,43%,814,c2,,
TIK-24,1577,1833,60%,43%,1807,c1,,6
TIK-24,1577,1833,60%,43%,1807,c2,yes,170
TIK-24,1586,1668,60%,42%,1522,c1,yes,
TIK-24,1586,1668,60%,42%,1522,c2,yes,
TIK-24,1593,1268,60%,45%,1235,c1,yes,
TIK-24,1593,1268,60%,45%,1235,c2,,
TIK-24,1598,1197,60%,46%,1167,c1,yes,
TIK-24,1598,1197,60%,46%,1167,c2,yes,
TIK-24,1600,1260,60%,45%,1241,c1,yes,
TIK-24,1600,1260,60%,45%,1241,c2,yes,
TIK-25,1031,1010,60%,47%,987,c1,yes,
TIK-25,1031,1010,60%,47%,987,c2,,
TIK-25,998,1089,60%,46%,1037,c1,yes,
TIK-25,998,1089,60%,46%,1037,c2,yes,
TIK-26,1145,1131,60%,47%,1102,c1,yes,
TIK-26,1145,1131,60%,47%,1102,c2,yes,
TIK-26,1149,1241,60%,45%,1214,c1,yes,
TIK-26,1149,1241,60%,45%,1214,c2,yes,
TIK-26,1150,1280,60%,46%,1254,c1,yes,
TIK-26,1150,1280,60%,46%,1254,c2,yes,
TIK-26,1158,1274,60%,47%,1237,c1,,"91, 279"
TIK-26,1158,1274,60%,47%,1237,c2,yes,"88, 280"
TIK-26,1159,1218,60%,44%,1180,c1,yes,
TIK-26,1159,1218,60%,44%,1180,c2,yes,
TIK-26,1162,1109,60%,47%,1086,c1,yes,
TIK-26,1162,1109,60%,47%,1086,c2,yes,
TIK-26,1163,1024,60%,46%,984,c1,yes,
TIK-26,1163,1024,60%,46%,984,c2,yes,
TIK-26,1167,1427,60%,45%,1318,c1,yes,15
TIK-26,1167,1427,60%,45%,1318,c2,yes,
TIK-26,1182,1211,60%,45%,1194,c1,yes,
TIK-26,1182,1211,60%,45%,1194,c2,yes,
TIK-26,1195,980,60%,47%,946,c1,yes,162
TIK-26,1195,980,60%,47%,946,c2,yes,
TIK-26,1196,1155,60%,47%,1104,c1,yes,
TIK-26,1196,1155,60%,47%,1104,c2,yes,
TIK-28,1870,1451,60%,45%,1423,c1,yes,
TIK-28,1870,1451,60%,45%,1423,c2,yes,
TIK-28,1872,1301,60%,42%,1254,c1,yes,
TIK-28,1872,1301,60%,42%,1254,c2,,
TIK-28,1883,1359,60%,43%,1322,c1,yes,
TIK-28,1883,1359,60%,43%,1322,c2,yes,
TIK-28,1890,1177,60%,46%,1158,c1,yes,
TIK-28,1890,1177,60%,46%,1158,c2,yes,
TIK-28,1896,1426,60%,43%,1411,c1,yes,
TIK-28,1896,1426,60%,43%,1411,c2,yes,
TIK-28,1909,1307,60%,45%,1292,c1,,
TIK-28,1909,1307,60%,45%,1292,c2,yes,
TIK-28,1921,659,60%,42%,652,c1,yes,
TIK-28,1921,659,60%,42%,652,c2,yes,
TIK-28,1931,1338,60%,44%,1318,c1,yes,
TIK-28,1931,1338,60%,44%,1318,c2,yes,
TIK-28,1940,1230,60%,44%,1217,c1,yes,
TIK-28,1940,1230,60%,44%,1217,c2,yes,
TIK-28,1942,1660,60%,42%,1641,c1,yes,
TIK-28,1942,1660,60%,42%,1641,c2,yes,
TIK-29,2117,1581,60%,45%,1488,c1,yes,
TIK-29,2117,1581,60%,45%,1488,c2,yes,
TIK-29,2121,1076,60%,46%,1027,c1,yes,
TIK-29,2121,1076,60%,46%,1027,c2,yes,
TIK-29,2127,1065,60%,46%,1042,c1,yes,
TIK-29,2127,1065,60%,46%,1042,c2,yes,
TIK-29,2134,1230,60%,45%,1201,c1,yes,
TIK-29,2134,1230,60%,45%,1201,c2,yes,
TIK-29,2143,1461,60%,46%,1434,c1,,
TIK-29,2143,1461,60%,46%,1434,c2,yes,
TIK-30,2244,997,60%,41%,956,c1,,
TIK-30,2244,997,60%,41%,956,c2,yes,
TIK-30,2252,1002,60%,43%,963,c1,yes,
TIK-30,2252,1002,60%,43%,963,c2,yes,
TIK-16,2180,1045,59%,40%,1027,,,missing
TIK-1,1,953,59%,43%,939,c1,yes,
TIK-1,1,953,59%,43%,939,c2,yes,
TIK-1,13,1046,59%,44%,1020,c1,yes,
TIK-1,13,1046,59%,44%,1020,c2,yes,
TIK-1,24,876,59%,43%,853,c1,yes,"3, 45, 21"
TIK-1,24,876,59%,43%,853,c2,yes,"5, 40, 6"
TIK-1,38,985,59%,42%,971,c1,,
TIK-1,38,985,59%,42%,971,c2,,
TIK-2,113,967,59%,42%,939,c1,yes,
TIK-2,113,967,59%,42%,939,c2,yes,
TIK-2,128,1075,59%,43%,1050,c1,yes,
TIK-2,128,1075,59%,43%,1050,c2,yes,
TIK-2,179,1271,59%,39%,1245,c1,yes,
TIK-2,179,1271,59%,39%,1245,c2,yes,
TIK-3,579,1082,59%,46%,1064,c1,,
TIK-3,579,1082,59%,46%,1064,c2,yes,
TIK-3,601,847,59%,43%,815,c1,yes,21
TIK-3,601,847,59%,43%,815,c2,yes,20
TIK-3,611,1088,59%,44%,1061,c1,yes,
TIK-3,611,1088,59%,44%,1061,c2,yes,
TIK-3,624,1048,59%,44%,1020,c1,yes,
TIK-3,624,1048,59%,44%,1020,c2,,
TIK-4,939,1412,59%,45%,1368,c1,,
TIK-4,939,1412,59%,45%,1368,c2,yes,
TIK-5,1436,1200,59%,44%,1178,c1,yes,
TIK-5,1436,1200,59%,44%,1178,c2,yes,
TIK-5,1450,1051,59%,46%,1012,c1,yes,
TIK-5,1450,1051,59%,46%,1012,c2,yes,
TIK-5,1463,1093,59%,45%,1068,c1,yes,
TIK-5,1463,1093,59%,45%,1068,c2,,
TIK-5,1471,1375,59%,46%,1319,c1,,
TIK-5,1471,1375,59%,46%,1319,c2,yes,
TIK-5,1473,1361,59%,44%,1321,c1,yes,
TIK-5,1473,1361,59%,44%,1321,c2,yes,
TIK-5,1480,1496,59%,42%,1456,c1,yes,
TIK-5,1480,1496,59%,42%,1456,c2,yes,
TIK-5,1500,1319,59%,44%,1283,c1,yes,
TIK-5,1500,1319,59%,44%,1283,c2,yes,
TIK-5,1509,1556,59%,46%,1543,c1,yes,
TIK-5,1509,1556,59%,46%,1543,c2,yes,
TIK-5,1531,1343,59%,43%,1319,c1,yes,
TIK-5,1531,1343,59%,43%,1319,c2,yes,
TIK-5,1533,1243,59%,43%,1235,c1,,
TIK-5,1533,1243,59%,43%,1235,c2,yes,
TIK-6,1071,1256,59%,42%,1241,c1,yes,
TIK-6,1071,1256,59%,42%,1241,c2,yes,
TIK-6,1075,1077,59%,44%,1064,c1,yes,
TIK-6,1075,1077,59%,44%,1064,c2,yes,
TIK-6,1078,1079,59%,45%,1060,c1,yes,
TIK-6,1078,1079,59%,45%,1060,c2,yes,
TIK-6,1080,1164,59%,44%,1140,c1,yes,
TIK-6,1080,1164,59%,44%,1140,c2,yes,
TIK-6,1081,1373,59%,45%,1355,c1,yes,
TIK-6,1081,1373,59%,45%,1355,c2,yes,
TIK-6,1082,1228,59%,44%,1208,c1,yes,
TIK-6,1082,1228,59%,44%,1208,c2,yes,
TIK-6,1099,1546,59%,46%,1519,c1,yes,
TIK-6,1099,1546,59%,46%,1519,c2,yes,
TIK-6,1101,1094,59%,44%,1065,c1,yes,
TIK-6,1101,1094,59%,44%,1065,c2,,
TIK-6,1107,1403,59%,45%,1386,c1,yes,
TIK-6,1107,1403,59%,45%,1386,c2,,
TIK-6,1111,1187,59%,45%,1170,c1,yes,
TIK-6,1111,1187,59%,45%,1170,c2,yes,
TIK-6,1113,1135,59%,44%,1119,c1,yes,
TIK-6,1113,1135,59%,44%,1119,c2,yes,
TIK-6,1117,1435,59%,46%,1388,c1,yes,
TIK-6,1117,1435,59%,46%,1388,c2,yes,
TIK-6,1118,1104,59%,45%,1073,c1,yes,
TIK-6,1118,1104,59%,45%,1073,c2,yes,
TIK-6,1119,1245,59%,44%,1221,c1,yes,
TIK-6,1119,1245,59%,44%,1221,c2,yes,
TIK-7,640,1457,59%,44%,1430,c1,yes,
TIK-7,640,1457,59%,44%,1430,c2,yes,
TIK-7,758,1171,59%,44%,1136,c1,yes,
TIK-7,758,1171,59%,44%,1136,c2,yes,
TIK-7,771,692,59%,43%,677,c1,yes,
TIK-7,771,692,59%,43%,677,c2,yes,
TIK-7,776,1408,59%,43%,1369,c1,yes,
TIK-7,776,1408,59%,43%,1369,c2,yes,
TIK-7,794,999,59%,45%,963,c1,,
TIK-7,794,999,59%,45%,963,c2,yes,
TIK-7,814,1304,59%,44%,1278,c1,yes,
TIK-7,814,1304,59%,44%,1278,c2,,
TIK-8,1677,899,59%,47%,873,c1,yes,
TIK-8,1677,899,59%,47%,873,c2,yes,
TIK-8,1710,718,59%,48%,696,c1,yes,
TIK-8,1710,718,59%,48%,696,c2,yes,
TIK-9,1836,1304,59%,44%,1290,c1,yes,
TIK-9,1836,1304,59%,44%,1290,c2,yes,
TIK-9,1838,1515,59%,44%,1484,c1,yes,
TIK-9,1838,1515,59%,44%,1484,c2,yes,
TIK-10,208,1488,59%,44%,1455,c1,yes,
TIK-10,208,1488,59%,44%,1455,c2,yes,
TIK-10,227,1272,59%,46%,1222,c1,yes,
TIK-10,227,1272,59%,46%,1222,c2,yes,
TIK-11,457,1287,59%,43%,1271,c1,yes,
TIK-11,457,1287,59%,43%,1271,c2,yes,
TIK-11,483,976,59%,47%,950,c1,yes,
TIK-11,483,976,59%,47%,950,c2,yes,
TIK-12,1750,1114,59%,43%,1097,c1,,
TIK-12,1750,1114,59%,43%,1097,c2,yes,
TIK-12,1758,997,59%,41%,987,c1,yes,
TIK-12,1758,997,59%,41%,987,c2,yes,
TIK-13,1241,1564,59%,46%,1525,c1,yes,43
TIK-13,1241,1564,59%,46%,1525,c2,,"84, 146, 239, 88, 680, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X"
TIK-13,1253,1111,59%,44%,1049,c1,yes,
TIK-13,1253,1111,59%,44%,1049,c2,,
TIK-16,2193,1148,59%,42%,1119,c1,yes,
TIK-16,2193,1148,59%,42%,1119,c2,,
TIK-16,2198,860,59%,41%,850,c1,yes,"2, 35, 32"
TIK-16,2198,860,59%,41%,850,c2,yes,"43, 29, 35"
TIK-17,527,1209,59%,44%,1172,c1,yes,
TIK-17,527,1209,59%,44%,1172,c2,yes,
TIK-17,538,1273,59%,44%,1241,c1,yes,"3, 6, 226, 8, 205"
TIK-17,538,1273,59%,44%,1241,c2,yes,"3, 5, 3, 6, 208"
TIK-18,1658,1507,59%,46%,1476,c1,,
TIK-18,1658,1507,59%,46%,1476,c2,yes,
TIK-19,1301,1254,59%,42%,1212,c1,yes,"32, 32, 31"
TIK-19,1301,1254,59%,42%,1212,c2,yes,"32, 32, 33"
TIK-19,1309,1331,59%,44%,1268,c1,yes,"32, 31, 39"
TIK-19,1309,1331,59%,44%,1268,c2,yes,"31, 30, 35"
TIK-19,1338,1126,59%,42%,1069,c1,,
TIK-19,1338,1126,59%,42%,1069,c2,yes,
TIK-19,1341,1137,59%,41%,1105,c1,,
TIK-19,1341,1137,59%,41%,1105,c2,yes,
TIK-19,1343,1126,59%,41%,1122,c1,yes,22
TIK-19,1343,1126,59%,41%,1122,c2,yes,16
TIK-19,1350,1678,59%,42%,1668,c1,yes,"963, 33, 33, 27"
TIK-19,1350,1678,59%,42%,1668,c2,,"983, 23, 58, 26"
TIK-20,2003,1468,59%,46%,1465,c1,yes,
TIK-20,2003,1468,59%,46%,1465,c2,yes,
TIK-21,827,1077,59%,47%,1057,c1,yes,
TIK-21,827,1077,59%,47%,1057,c2,yes,
TIK-21,832,1167,59%,48%,1140,c1,yes,
TIK-21,832,1167,59%,48%,1140,c2,yes,
TIK-21,846,1420,59%,44%,1391,c1,,
TIK-21,846,1420,59%,44%,1391,c2,yes,
TIK-21,857,1341,59%,47%,1319,c1,,
TIK-21,857,1341,59%,47%,1319,c2,yes,
TIK-21,859,1252,59%,47%,1217,c1,yes,
TIK-21,859,1252,59%,47%,1217,c2,yes,
TIK-21,869,1155,59%,47%,1138,c1,yes,
TIK-21,869,1155,59%,47%,1138,c2,,
TIK-21,879,977,59%,48%,940,c1,yes,
TIK-21,879,977,59%,48%,940,c2,yes,
TIK-21,886,1353,59%,46%,1331,c1,yes,
TIK-21,886,1353,59%,46%,1331,c2,yes,
TIK-21,888,1125,59%,45%,1095,c1,yes,
TIK-21,888,1125,59%,45%,1095,c2,yes,
TIK-21,892,768,59%,45%,751,c1,yes,
TIK-21,892,768,59%,45%,751,c2,,
TIK-22,366,693,59%,41%,666,c1,yes,
TIK-22,366,693,59%,41%,666,c2,,
TIK-23,2044,998,59%,44%,965,c1,yes,
TIK-23,2044,998,59%,44%,965,c2,yes,
TIK-23,2045,1029,59%,44%,1007,c1,yes,
TIK-23,2045,1029,59%,44%,1007,c2,yes,
TIK-23,2047,1289,59%,45%,1269,c1,yes,
TIK-23,2047,1289,59%,45%,1269,c2,yes,
TIK-23,2053,1364,59%,44%,1316,c1,yes,
TIK-23,2053,1364,59%,44%,1316,c2,,
TIK-23,2066,1185,59%,44%,1148,c1,yes,
TIK-23,2066,1185,59%,44%,1148,c2,,
TIK-23,2077,1362,59%,45%,1323,c1,yes,
TIK-23,2077,1362,59%,45%,1323,c2,yes,
TIK-23,2084,1082,59%,44%,1048,c1,yes,
TIK-23,2084,1082,59%,44%,1048,c2,yes,
TIK-23,2094,1169,59%,45%,1116,c1,yes,
TIK-23,2094,1169,59%,45%,1116,c2,yes,
TIK-23,2095,1351,59%,46%,1314,c1,yes,
TIK-23,2095,1351,59%,46%,1314,c2,yes,
TIK-23,2098,1196,59%,45%,1153,c1,yes,
TIK-23,2098,1196,59%,45%,1153,c2,yes,
TIK-24,1552,997,59%,45%,958,c1,yes,
TIK-24,1552,997,59%,45%,958,c2,,
TIK-24,1554,1034,59%,44%,1010,c1,yes,
TIK-24,1554,1034,59%,44%,1010,c2,yes,
TIK-24,1564,972,59%,48%,926,c1,yes,
TIK-24,1564,972,59%,48%,926,c2,yes,
TIK-26,1148,1158,59%,45%,1134,c1,yes,
TIK-26,1148,1158,59%,45%,1134,c2,yes,
TIK-26,1151,1258,59%,43%,1221,c1,yes,
TIK-26,1151,1258,59%,43%,1221,c2,yes,
TIK-26,1153,1435,59%,46%,1404,c1,yes,
TIK-26,1153,1435,59%,46%,1404,c2,yes,
TIK-26,1155,1082,59%,47%,1049,c1,yes,
TIK-26,1155,1082,59%,47%,1049,c2,yes,
TIK-26,1165,1066,59%,45%,1026,c1,yes,"18, 740"
TIK-26,1165,1066,59%,45%,1026,c2,yes,
TIK-26,1170,1103,59%,45%,1083,c1,yes,
TIK-26,1170,1103,59%,45%,1083,c2,yes,
TIK-26,1174,1092,59%,45%,1060,c1,yes,
TIK-26,1174,1092,59%,45%,1060,c2,,
TIK-26,1184,1291,59%,47%,1261,c1,,
TIK-26,1184,1291,59%,47%,1261,c2,,
TIK-26,1198,1108,59%,45%,1068,c1,yes,
TIK-26,1198,1108,59%,45%,1068,c2,yes,
TIK-26,1201,1015,59%,44%,997,c1,yes,
TIK-26,1201,1015,59%,44%,997,c2,yes,
TIK-26,1207,1240,59%,45%,1202,c1,yes,
TIK-26,1207,1240,59%,45%,1202,c2,yes,
TIK-27,1367,1196,59%,40%,1172,c1,yes,
TIK-27,1367,1196,59%,40%,1172,c2,yes,
TIK-27,1398,1473,59%,40%,1426,c1,yes,
TIK-27,1398,1473,59%,40%,1426,c2,yes,
TIK-28,1874,1341,59%,44%,1318,c1,yes,
TIK-28,1874,1341,59%,44%,1318,c2,yes,
TIK-28,1886,899,59%,44%,882,c1,yes,
TIK-28,1886,899,59%,44%,882,c2,yes,
TIK-28,1898,1167,59%,43%,1155,c1,yes,"178, 1043, 191, 191"
TIK-28,1898,1167,59%,43%,1155,c2,yes,"188, 1050, 174, 174"
TIK-28,1905,1142,59%,45%,1125,c1,,
TIK-28,1905,1142,59%,45%,1125,c2,yes,
TIK-28,1908,1173,59%,43%,1159,c1,yes,
TIK-28,1908,1173,59%,43%,1159,c2,yes,
TIK-29,2104,726,59%,43%,704,c1,yes,
TIK-29,2104,726,59%,43%,704,c2,yes,
TIK-29,2107,1134,59%,44%,1095,c1,yes,"60, 67"
TIK-29,2107,1134,59%,44%,1095,c2,yes,"77, 64"
TIK-29,2114,1460,59%,43%,1380,c1,yes,
TIK-29,2114,1460,59%,43%,1380,c2,yes,
TIK-29,2120,1286,59%,45%,1252,c1,yes,
TIK-29,2120,1286,59%,45%,1252,c2,yes,
TIK-29,2139,1454,59%,45%,1410,c1,yes,
